scenario_label,algorithm_name,metric,n,mean,std,ci95,p50,p95,min,max
sequential,EMDT,collision_slots,50,5934.62,102.60184387888427,28.43978015104899,5919.5,6109.5,5665.0,6160.0
sequential,EMDT,idle_slots,50,3947.14,151.31842490022723,41.94332747124385,3948.5,4184.95,3417.0,4308.0
sequential,EMDT,avg_tag_responses,50,5.313732,0.019618092857027154,0.005437857905315298,5.311,5.346835,5.2795,5.3548
sequential,LAPCT,peak_stack_depth,50,17.0,0.0,0.0,17.0,17.0,17.0,17.0
sequential,LAPCT,total_steps,50,19905.0,0.0,0.0,19905.0,19905.0,19905.0,19905.0
sequential,LAPCT,total_slots,50,20097.0,0.0,0.0,20097.0,20097.0,20097.0,20097.0
sequential,LAPCT,collision_slots,50,10095.0,0.0,0.0,10095.0,10095.0,10095.0,10095.0
sequential,LAPCT,idle_slots,50,2.0,0.0,0.0,2.0,2.0,2.0,2.0
sequential,LAPCT,avg_tag_responses,50,10.995199999999997,3.588782762705772e-15,9.947598300641404e-16,10.9952,10.9952,10.9952,10.9952
sequential,NLHQT(n=2),peak_stack_depth,50,21.0,0.0,0.0,21.0,21.0,21.0,21.0
sequential,NLHQT(n=2),total_steps,50,13337.0,0.0,0.0,13337.0,13337.0,13337.0,13337.0
sequential,NLHQT(n=2),total_slots,50,23339.0,0.0,0.0,23339.0,23339.0,23339.0,23339.0
sequential,NLHQT(n=2),collision_slots,50,13339.0,0.0,0.0,13339.0,13339.0,13339.0,13339.0
sequential,NLHQT(n=2),idle_slots,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential,NLHQT(n=2),avg_tag_responses,50,9.0,0.0,0.0,9.0,9.0,9.0,9.0
sequential,SGCT,peak_stack_depth,50,157.0,0.0,0.0,157.0,157.0,157.0,157.0
sequential,SGCT,total_steps,50,10631.0,0.0,0.0,10631.0,10631.0,10631.0,10631.0
sequential,SGCT,total_slots,50,10315.0,0.0,0.0,10315.0,10315.0,10315.0,10315.0
sequential,SGCT,collision_slots,50,315.0,0.0,0.0,315.0,315.0,315.0,315.0
sequential,SGCT,idle_slots,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential,SGCT,avg_tag_responses,50,4.0,0.0,0.0,4.0,4.0,4.0,4.0
sequential,SGCT,epc_verification_count,50,10000.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0
