experiment_name,scenario,run_id,point_seed,algorithm,algorithm_seed,tag_count,epc_length,status,runtime,scenario_point,algorithm_name
formal_experiment10_algorithm_comparison,dispersed,15,721136372,DQTA(k_max=3),1125103973,10000,96,ok,,scenario_label=dispersed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,sequential,15,2481232546,DQTA(k_max=3),1850570962,10000,96,ok,,scenario_label=sequential,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,clustered,15,4075594883,DQTA(k_max=3),569812902,10000,96,ok,,scenario_label=clustered,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,random,16,988902021,DQTA(k_max=3),332545726,10000,96,ok,,scenario_label=random,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefixed,16,1825783292,DQTA(k_max=3),954322081,10000,96,ok,,scenario_label=prefixed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix64,16,1331422560,DQTA(k_max=3),1333132356,10000,96,ok,,scenario_label=prefix64,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix72,16,2842376837,DQTA(k_max=3),1581052903,10000,96,ok,,scenario_label=prefix72,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix80,16,119107535,DQTA(k_max=3),853346782,10000,96,ok,,scenario_label=prefix80,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,dispersed,16,2327042042,DQTA(k_max=3),2872357882,10000,96,ok,,scenario_label=dispersed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,sequential,16,1105529789,DQTA(k_max=3),4254027819,10000,96,ok,,scenario_label=sequential,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,clustered,16,496171624,DQTA(k_max=3),4270552857,10000,96,ok,,scenario_label=clustered,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,random,17,2224189429,DQTA(k_max=3),366656053,10000,96,ok,,scenario_label=random,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefixed,17,288395540,DQTA(k_max=3),2861481989,10000,96,ok,,scenario_label=prefixed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix64,17,2651751378,DQTA(k_max=3),2286013430,10000,96,ok,,scenario_label=prefix64,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix72,17,2996846514,DQTA(k_max=3),2384127730,10000,96,ok,,scenario_label=prefix72,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix80,17,1676046437,DQTA(k_max=3),980700016,10000,96,ok,,scenario_label=prefix80,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,dispersed,17,235530803,DQTA(k_max=3),3387891225,10000,96,ok,,scenario_label=dispersed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,sequential,17,576396880,DQTA(k_max=3),3657521643,10000,96,ok,,scenario_label=sequential,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,clustered,17,1717550807,DQTA(k_max=3),1490898698,10000,96,ok,,scenario_label=clustered,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,random,18,3998393979,DQTA(k_max=3),1710411168,10000,96,ok,,scenario_label=random,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefixed,18,2356458670,DQTA(k_max=3),4058249041,10000,96,ok,,scenario_label=prefixed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix64,18,1114579400,DQTA(k_max=3),2467386529,10000,96,ok,,scenario_label=prefix64,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix72,18,2056936186,DQTA(k_max=3),2634892807,10000,96,ok,,scenario_label=prefix72,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix80,18,3572978440,DQTA(k_max=3),784657959,10000,96,ok,,scenario_label=prefix80,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,dispersed,18,3630574312,DQTA(k_max=3),361817718,10000,96,ok,,scenario_label=dispersed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,sequential,18,555601650,DQTA(k_max=3),2993651908,10000,96,ok,,scenario_label=sequential,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,clustered,18,3697359989,DQTA(k_max=3),69187728,10000,96,ok,,scenario_label=clustered,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,random,19,2094226776,DQTA(k_max=3),3001511453,10000,96,ok,,scenario_label=random,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefixed,19,2801155553,DQTA(k_max=3),2381790373,10000,96,ok,,scenario_label=prefixed,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix64,19,1462923349,DQTA(k_max=3),3822449577,10000,96,ok,,scenario_label=prefix64,DQTA(k_max=3)
formal_experiment10_algorithm_comparison,prefix72,19,864380945,DQTA(k_max=3),478960601,10000,96,ok,,scenario_label=prefix72,DQTA(k_max=3)
